17
813 900
615 557 -698
572 926 -689
520 566 -768
854 264 -743
248 64 -977
594 520 882
78 676 97
670 373 519
422 670 88
415 150 -657
642 815 -636
872 457 -125
530 198 56
630 474 1
394 931 483
582 68 814
522 279 -150
838 295 -262
669 441 982
415 254 -372
791 440 73
700 18 415
255 421 -682
450 805 474
790 131 630
347 297 106
418 751 268
751 115 910
878 542 -910
121 89 569
604 222 -396
441 628 -442
404 339 -228
681 109 252
425 448 -246
919 151 173
203 555 666
389 639 -603
381 874 157
812 873 -909
165 632 -500
812 158 -940
444 790 -6
398 828 291
319 335 -588
456 891 -914
433 672 705
877 398 39
100 708 531
225 810 -301
253 228 576
920 349 215
312 810 976
807 63 -879
898 412 -309
621 564 -708
527 710 -314
735 888 983
763 58 635
820 681 908
277 493 136
141 17 -1
262 506 788
144 319 -970
223 334 -547
381 469 189
484 21 -740
928 529 -535
743 881 20
857 747 -911
204 707 659
527 764 -199
478 94 924
444 728 509
729 403 755
200 383 7
579 916 898
48 618 841
740 387 774
579 388 675
115 629 223
315 134 -211
306 179 147
823 148 142
22 66 74
67 589 -182
225 163 782
653 702 243
64 288 1
545 387 -262
503 269 402
758 308 -449
171 337 382
84 437 572
701 247 -90
474 213 -787
923 420 602
554 65 205
405 719 -690
166 296 -591
743 137 444
784 152 387
140 232 57
477 226 -566
206 542 550
630 412 510
341 129 199
421 166 608
474 285 -515
594 308 714
833 198 612
576 206 -714
149 728 755
647 537 -287
523 717 388
543 198 -909
108 662 -870
882 571 180
244 657 -864
148 684 205
457 153 281
533 627 820
871 287 941
424 421 878
374 117 431
913 542 -343
287 655 -995
829 42 662
23 67 -371
296 259 -204
384 283 129
83 568 606
464 345 38
806 291 396
8 207 -690
236 192 220
419 885 -387
869 864 -550
644 308 444
58 884 -693
49 419 -920
235 343 -261
107 313 406
553 614 -605
591 708 78
735 111 179
880 910 -102
629 797 644
78 827 410
487 671 383
867 22 -265
660 565 -17
868 4 503
633 282 -164
864 283 -668
448 46 -233
257 332 143
388 883 -70
737 661 820
477 246 478
907 75 524
344 590 569
265 88 -799
112 527 242
327 8 45
348 739 944
721 670 -815
619 509 82
780 192 42
801 147 640
461 200 -694
716 641 453
498 125 -38
356 427 685
119 701 649
57 281 169
464 78 -425
330 356 -266
835 553 955
630 408 592
395 210 -901
151 760 156
190 736 341
770 237 889
827 73 -394
827 783 -955
217 548 -331
61 733 -240
390 409 -441
361 25 994
100 211 -303
469 811 437
747 708 -943
126 514 -559
637 834 -261
331 487 -575
199 11 557
792 493 -470
891 353 709
18 879 42
625 783 -642
31 404 676
126 45 -628
177 804 -297
75 546 365
832 625 150
512 105 -845
489 195 421
816 849 -855
373 24 -956
585 564 -758
697 871 722
506 638 543
221 716 489
225 912 55
307 809 679
412 563 -447
867 95 3
477 212 937
923 359 -473
376 606 18
414 420 -33
492 102 -845
823 15 -474
527 911 5
698 260 -312
451 875 -287
305 910 886
264 693 637
835 631 866
757 734 525
385 147 763
263 375 -77
709 711 688
842 189 -49
874 96 169
240 416 -463
392 588 505
859 833 685
171 483 -567
734 589 352
697 753 580
287 862 486
517 355 -823
294 78 -219
929 455 16
566 94 -287
414 921 -404
307 273 -951
119 832 78
50 359 514
744 361 -248
778 447 287
169 478 793
640 107 -159
489 318 -42
926 26 -599
753 229 769
739 441 227
223 592 447
825 717 -961
696 487 943
16 85 -229
269 352 603
908 526 -208
371 248 915
742 855 590
51 19 -65
415 794 368
676 367 -839
886 931 716
690 338 -743
158 420 -644
10 263 176
133 1 -304
843 491 755
879 374 565
826 916 -561
927 262 647
262 187 -943
518 676 630
908 495 186
543 590 -449
303 567 -701
180 372 -145
858 46 521
921 709 224
705 182 -384
317 484 -405
351 501 -601
897 185 670
478 121 -952
303 296 651
794 295 -381
26 814 86
697 367 -560
879 913 -429
684 920 461
773 264 -883
65 792 -960
240 205 155
73 221 336
591 683 217
359 60 -61
889 711 249
879 211 164
158 553 -703
813 562 -87
183 930 978
414 768 -816
902 255 188
483 224 356
71 425 824
348 279 522
61 520 -447
690 1 530
482 230 -892
162 584 488
821 775 -883
30 887 -392
251 267 -622
856 136 685
797 319 -823
149 74 916
831 692 934
459 630 883
329 897 -237
580 180 399
245 719 -519
452 514 897
157 57 278
361 353 782
805 208 -50
814 813 -694
8 316 -18
585 286 -496
387 536 5
494 864 -535
29 754 -370
894 861 -957
179 151 -459
656 451 749
502 617 332
817 557 -112
335 781 -90
372 713 739
105 879 -49
254 348 -890
198 290 624
96 680 723
647 739 862
799 736 -370
340 342 121
140 665 214
333 740 87
822 647 951
366 426 357
440 298 -642
240 788 -562
499 534 -4
401 833 472
658 715 743
73 300 -680
119 739 -273
777 547 -522
861 84 -259
142 670 -764
143 43 -151
341 302 -803
349 615 -43
173 589 -515
358 248 498
526 162 207
577 297 -218
740 84 764
745 87 -900
710 662 -167
596 522 -253
540 825 881
44 317 377
52 636 -936
24 625 -883
173 605 -426
2 66 -774
308 198 -636
853 408 -941
900 251 -822
158 640 -492
816 599 -696
296 668 -449
925 262 -317
655 326 -334
895 494 68
85 313 -724
317 164 -124
666 62 -385
609 353 -275
857 552 337
591 79 939
199 185 368
339 603 -77
401 19 966
288 498 -897
797 646 -313
711 770 -466
137 833 122
613 224 90
10 121 746
422 216 -677
797 23 319
154 75 -216
431 905 -807
817 135 265
36 181 439
1 674 -332
388 814 778
852 867 -308
431 864 -763
194 374 440
866 599 478
735 524 -116
530 248 974
509 808 -124
630 5 62
268 312 886
121 309 438
405 408 -433
558 625 -563
728 909 -38
797 735 -313
61 232 386
385 795 660
848 758 625
916 79 896
636 477 209
281 717 -606
568 451 548
299 379 316
458 250 284
714 30 356
512 445 -978
698 356 -123
239 253 748
241 157 908
327 530 -818
117 474 -533
780 904 182
384 530 -22
375 265 105
531 792 -839
711 326 930
913 218 943
852 448 -682
776 502 -648
729 484 -974
695 693 -683
818 460 -646
650 797 -323
385 899 -180
636 832 413
775 313 618
917 194 -598
484 530 -576
89 34 833
833 812 982
255 140 -614
196 841 332
274 684 395
160 420 -70
172 561 -429
468 386 926
617 199 801
610 728 924
496 695 -7
758 355 525
844 71 304
99 237 989
848 527 843
930 757 -754
435 367 -199
879 385 569
121 366 300
671 110 357
30 510 -803
323 544 -204
438 134 -772
901 87 867
643 380 -470
878 538 -191
534 753 919
747 468 750
611 719 154
391 923 518
129 848 -664
769 250 -158
506 319 273
711 295 823
438 391 159
920 106 -656
10 525 -182
882 572 374
874 591 212
384 668 -707
823 363 183
758 161 195
412 369 -868
293 337 -256
866 91 -852
753 259 810
294 522 -453
273 342 -153
639 300 250
526 217 491
749 924 -493
431 928 -628
368 302 942
981 949
260 457 526
24 17 -368
676 472 933
510 769 791
707 516 776
974 692 759
407 490 -549
648 127 517
359 275 -524
606 785 114
17 623 930
859 737 -1000
687 232 356
793 72 -527
312 92 -974
405 542 -714
786 373 854
24 384 -875
801 928 235
206 46 895
465 322 213
714 765 493
791 587 386
354 868 983
118 284 -551
75 677 -287
256 649 437
518 114 -882
294 539 -736
233 190 -677
917 559 -979
224 484 106
812 558 745
22 30 816
794 456 -25
435 464 -371
746 212 984
171 493 4
177 910 -863
857 195 924
765 478 266
587 349 142
971 375 406
969 523 -155
514 272 -556
13 876 -525
488 611 -949
323 872 914
346 823 -522
891 443 -959
94 125 887
580 331 -469
236 612 250
294 851 882
786 497 401
54 302 -523
266 767 44
494 933 -803
281 576 80
164 491 983
658 307 -404
925 212 -769
445 811 -129
943 608 -745
97 42 187
612 645 433
313 969 689
598 373 497
372 776 747
925 354 750
113 702 99
44 850 -846
849 312 274
132 436 -324
334 159 -858
316 678 -650
491 461 -987
497 653 562
371 670 410
313 146 -254
536 92 8
464 383 -157
912 873 708
420 889 103
766 37 -332
227 826 -704
238 129 -155
131 230 -253
542 694 -288
184 645 -66
700 818 -971
404 885 303
483 597 807
129 761 938
424 720 -990
290 181 393
980 587 -148
694 485 -255
277 947 469
823 715 -210
368 955 896
21 469 1000
746 358 552
139 51 375
873 76 -942
592 170 466
159 6 250
689 379 704
73 725 200
336 418 -547
539 526 -785
308 106 -742
746 501 -601
1 106 -36
604 98 876
270 855 804
952 404 743
411 403 -172
974 772 130
648 677 -200
29 101 531
281 336 -61
27 317 -393
901 558 618
135 847 -79
601 535 -132
416 162 460
677 49 -190
840 239 -883
181 543 -330
265 622 -412
923 70 816
124 957 900
302 579 665
48 747 546
455 716 -329
775 160 -760
798 84 916
602 596 -53
184 11 78
256 830 -67
585 410 887
229 947 -246
694 110 -435
969 407 767
154 568 -32
420 148 -812
355 854 -74
741 311 -232
225 784 -177
278 975 -165
876 897 -335
3 566 -81
19 621 4
558 573 -656
886 391 -992
14 660 297
462 796 -338
747 444 834
118 777 -417
723 18 -117
550 817 -467
938 973 -946
396 782 338
29 676 912
798 704 985
910 616 -97
574 798 963
153 712 910
623 668 -637
909 70 337
943 595 245
316 248 -238
445 750 -909
863 188 149
319 957 -237
172 430 762
788 877 559
207 578 -921
652 414 -713
623 139 223
444 702 -541
27 836 671
653 393 598
712 432 57
3 755 577
620 387 149
881 15 -943
474 251 581
88 57 -481
351 143 -985
777 576 -143
654 412 -305
527 942 -765
695 418 -12
183 115 450
677 966 -578
31 219 232
177 409 -917
299 129 47
830 244 867
195 625 -629
166 901 -274
917 578 -186
902 841 130
760 304 296
38 507 -459
460 438 184
562 86 -369
323 704 189
327 372 115
484 384 769
639 728 137
939 664 173
315 428 -217
323 776 -834
708 570 -944
934 797 -467
605 446 905
522 934 570
781 454 -471
45 564 208
391 283 542
267 479 -146
31 134 -988
704 653 -62
626 666 -333
544 580 928
975 626 369
807 772 710
127 513 486
840 523 -42
731 760 -689
631 197 -765
67 708 -35
178 17 161
10 169 571
751 964 -461
179 4 290
735 305 69
811 469 489
28 295 -499
368 560 434
198 812 -871
532 423 -255
271 845 22
775 561 419
752 558 184
64 106 826
441 476 -297
683 690 -195
81 577 444
283 669 -128
497 490 881
929 943 -674
313 617 861
330 806 -330
828 851 622
435 74 -499
649 26 580
401 341 14
895 897 585
384 118 -628
379 558 318
327 370 91
130 870 -171
313 370 985
964 205 234
32 288 336
922 210 406
780 575 -917
317 279 -227
54 259 -247
157 587 91
10 287 -761
212 210 690
51 557 -11
18 819 -968
773 383 -820
380 409 -733
818 23 566
529 638 177
270 134 239
184 155 825
786 723 637
296 543 -751
687 530 416
935 758 -57
206 941 -662
392 813 -857
842 38 655
846 866 323
462 417 785
569 826 -865
823 352 874
623 425 91
701 478 -933
278 916 30
864 645 -68
746 486 683
25 795 -613
581 256 903
300 463 -171
196 378 214
184 347 -70
24 663 952
956 273 -266
82 505 -347
701 512 136
375 405 -214
183 526 -114
129 156 108
229 421 -384
435 394 610
837 190 -834
396 721 616
466 661 367
689 274 330
482 103 721
864 448 -873
892 632 -366
409 27 -377
388 168 -255
706 725 561
480 894 -617
659 662 -81
905 324 113
866 433 747
192 171 14
891 196 -156
780 2 -730
192 787 -913
165 585 413
440 46 858
769 106 654
369 836 820
383 660 -570
752 468 799
865 528 -345
378 32 540
849 126 451
769 630 -350
428 459 -281
894 564 141
343 663 -378
933 284 -196
611 389 987
675 520 67
297 158 258
775 240 287
364 867 404
210 719 -218
160 142 440
370 975 -521
531 673 755
353 180 516
626 973 -60
179 768 -488
244 574 -894
24 705 210
869 325 -381
777 186 904
692 650 -504
238 813 210
219 476 286
913 443 62
135 610 -963
600 490 -846
546 956 -838
822 221 239
946 212 -327
717 378 547
952 752 625
20 440 -904
902 21 895
907 941 -770
551 860 -165
43 952 128
858 94 168
774 39 -270
722 56 502
83 539 -383
196 41 -529
582 305 919
841 25 -515
858 644 369
637 422 847
903 269 986
34 218 -859
760 520 447
431 674 724
572 293 833
195 44 146
35 768 -15
353 796 976
709 258 0
534 385 -927
422 42 812
279 571 -244
907 851 -583
827 488 -875
683 30 -836
617 332 -688
407 75 -19
936 256 240
202 554 -247
763 758 220
601 485 651
745 379 66
93 119 673
60 692 815
52 264 -83
797 166 341
797 285 33
945 695 524
587 216 -354
521 592 727
595 7 -92
38 108 -515
749 772 520
83 429 491
60 386 -728
25 87 -529
613 226 -931
712 933 -418
603 217 -660
416 16 817
130 481 741
521 240 -690
602 678 -733
93 597 328
528 930 -462
2 113 -216
280 553 236
747 734 381
252 97 428
671 238 941
70 884 -847
538 958 769
369 427 978
971 439 89
755 337 785
788 277 -699
525 489 25
113 169 683
143 603 -532
9 390 124
167 860 105
35 95 -993
346 832 530
376 498 -38
340 954 865
844 964 270
355 415 583
413 326 494
648 526 178
650 245 -951
112 164 377
500 801 -253
189 180 -188
923 222 -125
947 434 72
541 108 -392
222 269 -169
950 295 343
758 58 701
171 743 -143
385 56 786
420 310 210
185 346 -800
742 281 401
95 571 -757
926 939 802
67 545 804
695 413 232
393 303 -443
3 568 -803
583 123 468
164 752 -341
768 588 -676
298 778 -618
440 691 -714
526 151 655
738 712 -425
865 756 -815
745 333 -770
422 713 755
250 812 -175
963 736 -993
55 51 480
71 223 326
184 698 300
581 628 494
841 943 -520
692 538 -761
178 418 906
263 75 -477
883 447 294
182 601 -607
471 878 -135
692 532 -480
943 504 1000
963 368 121
166 73 373
364 275 966
83 832 -545
412 452 -459
830 367 -978
921 39 -694
936 327 -745
202 637 549
592 693 366
315 471 429
482 160 -816
969 103 -473
364 131 36
606 878 21
635 570 154
623 173 -36
727 768 -610
860 557 -951
784 958 190
714 252 534
829 540 -521
253 419 -268
389 349 -829
85 974 -567
460 888 65
212 606 -838
892 86 -47
687 79 767
207 420 -590
864 184 -218
375 407 -553
308 174 597
871 472 805
195 176 152
397 434 355
746 303 639
507 273 725
199 601 -557
245 196 -626
58 870 156
712 338 -197
852 883 -867
125 714 827
887 513 -131
560 54 -251
235 239 -132
484 697 642
324 650 -520
354 201 -683
383 895 8
904 844 -253
350 23 267
922 814 897
159 851 -168
58 605 -818
101 611 -239
98 88 -730
338 480 -870
293 741 -177
884 807 398
580 746 789
855 33 -688
919 529 -430
724 730 688
821 717 -820
918 763 -244
880 590 -186
746 752 -369
386 859 -842
649 220 520
197 882 -401
46 471 931
280 234 261
613 259 -94
560 770 79
350 950 -712
314 216 692
352 547 -141
444 835 964
113 505 213
865 429 270
906 813 504
691 766 282
525 189 112
283 477 5
256 525 -36
91 938 692
880 533 -894
462 220 49
72 71 -86
222 232 458
635 956 -427
132 66 -179
756 741 -634
978 365 751
641 372 -150
742 197 -633
542 896 -314
823 488 -408
292 23 147
395 14 561
446 765 -168
140 409 361
445 764 -727
265 349 410
974 749 946
884 104 119
761 682 187
934 711 349
291 834 454
321 815 360
57 8 968
616 285 267
546 259 -302
413 435 174
630 877 -438
734 366 939
753 851 470
123 486 625
723 133 -776
186 300 844
948 125 -613
795 486 819
344 843 30
181 297 637
104 683 -659
671 658 211
416 255 -985
242 575 139
568 701 -501
206 748 387
773 289 272
23 155 742
232 898 -702
126 945 -913
176 613 -906
549 893 -210
759 802 475
856 439 855
836 751 -661
579 27 481
684 758 54
529 99 -262
533 807 -58
649 564 -753
218 789 -713
956 739 -124
615 405 104
938 233 -854
786 668 -228
77 757 976
288 644 251
868 270 572
718 806 -85
274 419 -861
533 176 -832
526 562 -12
551 902 -632
535 101 -400
336 112 -56
583 545 953
515 652 -891
829 671 890
150 463 -56
688 158 870
547 121 408
638 815 -28
947 260 -160
647 60 -608
878 215 -641
937 965 720
951 552 -776
611 914 11
267 129 -456
321 16 775
761 798 909
364 980 -148
840 799 -354
168 528 901
328 748 75
503 306 938
328 308 -160
600 423 -868
42 445 347
84 170 -154
305 118 183
506 587 649
759 276 -938
90 923 -999
451 960 250
446 706 -128
81 99 -111
711 785 -801
670 861 -724
546 26 -822
57 168 820
81 806 -567
57 804 284
890 184 739
414 123 225
479 152 -158
689 305 -180
927 907 -708
177 902 324
309 360 -902
92 930 527
107 456 480
686 124 10
6 980 -845
962 516 293
347 576 -142
976 159 631
218 127 821
253 390 428
475 618 345
977 805 -465
553 966 -688
463 215 703
798 21 -203
571 163 -996
793 162 696
720 52 216
189 345 503
244 558 -762
150 43 126
706 225 451
725 232 941
803 419 171
621 528 863
554 30 216
19 568 181
54 224 978
683 757 -452
430 971 -506
733 85 -260
195 144 195
788 907 22
7 552 105
636 696 359
926 703 -338
748 532 -711
378 693 7
193 270 917
699 477 662
819 372 718
611 657 -655
569 808 -113
76 489 -472
41 715 -187
638 98 773
876 121 -132
819 237 248
804 543 599
608 720 777
364 345 84
305 493 -270
470 171 -770
309 758 657
889 300 852
10 231 385
682 384 125
861 915 452
225 302 672
758 839 -866
117 189 453
752 373 589
799 521 -218
701 664 -862
346 502 -316
978 166 750
60 320 172
901 370 -270
685 179 291
220 917 -377
650 591 -146
65 209 -757
43 207 -484
730 140 -808
602 794 -587
904 956 622
846 726 -551
15 737 34
676 575 210
94 41 636
924 621 -602
207 366 350
837 781 18
465 82 -815
860 187 -637
711 396 691
548 207 -364
945 781 974
578 920 -388
141 494 528
430 792 -978
730 611 586
649 808 -631
514 925 -744
744 145 815
101 806 928
423 150 -749
11 123 -623
472 642 950
554 183 -194
333 611 -329
910 843 -309
401 147 -42
596 50 61
209 942 54
370 521 -695
843 485 -889
676 299 127
898 198 -799
667 257 154
929 115 720
914 163 -382
559 640 657
762 178 272
941 184 823
254 949 -784
975 302 -193
437 797 901
382 136 -772
134 285 -806
518 516 -964
39 781 -649
14 961 868
567 116 -840
143 185 -789
178 537 -191
765 495 300
826 568 780
581 405 -329
138 361 986
424 626 122
14 684 -230
603 185 307
39 289 -29
299 542 -503
21 273 -991
171 269 967
817 561 194
45 48 -514
958 965 -847
511 263 395
655 330 -395
37 108 812
509 304 179
295 18 -118
108 526 132
504 328 718
54 710 -932
881 712 -100
698 107 -289
639 79 -360
244 603 893
441 438 52
289 667 -101
230 85 -994
784 636 471
660 805 -637
728 848 -811
491 594 418
259 805 268
529 473 -969
211 93 -234
438 670 -376
149 826 -722
882 927 704
627 254 257
646 325 -485
966 955 -996
71 538 -715
166 190 144
844 811 912
782 32 106
291 67 -760
494 162 -232
978 867 645
43 129 -621
880 653 -465
903 449 635
242 652 614
260 745 658
184 108 14
41 116 -468
317 828 -557
793 637 -861
161 240 764
340 215 -465
523 959 241
746 10 -144
603 401 821
5 784 -330
106 404 500
226 252 -67
209 96 320
342 343 810
831 620 220
913 949 639
271 973 453
319 926 -849
814 217 70
85 431 205
717 336 184
406 444 -589
619 529 -294
782 743 -689
796 590 -701
649 327 -54
66 561 878
735 126 429
301 821 536
885 647 87
545 522 -609
422 528 319
99 615 -665
546 352 899
622 155 -812
724 770 -84
259 235 728
165 913 24
607 588 -870
588 869 -607
727 687 913
339 390 632
523 609 230
312 251 928
625 966 461
255 498 -210
800 278 578
213 817 -200
722 742 979
149 656 703
799 532 -967
410 115 789
331 127 490
138 348 637
46 549 868
909 258 -987
367 528 -333
136 33 828
443 194 -720
710 755 569
372 380 -344
543 570 586
963 958
719 58 -276
120 895 652
653 241 -979
667 308 -906
165 831 -417
153 565 -298
677 35 -143
99 885 346
128 158 -366
466 719 -50
487 180 285
529 851 -867
157 862 -712
947 319 898
781 550 983
799 698 642
206 801 309
476 534 -9
232 266 -243
833 681 -943
925 924 190
875 488 -365
614 461 -212
603 370 -59
84 351 140
870 951 -671
225 508 -212
242 279 826
766 775 986
549 49 966
254 249 492
207 501 -764
592 335 509
889 827 71
158 557 32
479 349 -789
30 588 766
560 795 -872
954 104 -90
213 894 405
91 395 -859
583 703 -125
461 752 -999
447 593 -307
872 780 -57
357 503 658
362 289 407
499 145 439
513 897 -282
646 516 -426
292 820 838
677 796 -951
767 158 -517
162 626 717
401 152 32
610 107 516
53 169 962
245 643 -954
718 439 125
661 391 583
811 124 -295
939 539 216
398 677 115
853 498 -40
76 65 -705
848 776 -683
206 834 -210
299 614 470
626 189 -217
194 939 -864
152 813 197
595 676 -860
726 882 -163
129 881 1
682 267 -237
136 353 150
141 869 -252
365 623 184
341 82 -801
432 862 348
311 250 -911
691 619 567
912 926 774
541 817 135
199 176 509
461 397 -409
705 6 -169
904 513 953
194 783 576
437 571 -276
690 563 937
42 676 617
260 676 -852
927 576 -247
240 867 -168
105 587 809
76 160 931
883 526 -193
495 292 395
330 2 727
921 658 299
508 609 -370
751 391 -611
282 257 200
398 12 908
460 551 -279
55 589 -506
398 742 147
461 683 564
12 427 360
447 598 215
207 444 -300
412 410 305
381 916 -802
429 66 519
420 442 511
73 241 -31
57 676 -870
542 602 884
912 777 -166
352 672 607
175 759 -283
255 194 -460
789 814 689
534 170 -57
311 99 408
72 530 -5
350 36 829
355 74 748
929 170 452
729 399 -935
700 869 417
907 319 762
935 843 795
332 703 -738
735 954 132
815 825 173
670 613 622
552 729 155
541 303 20
420 568 -389
315 487 19
912 531 -65
777 212 773
167 493 -459
255 793 -323
142 449 345
765 127 111
684 851 736
245 740 -242
630 629 45
53 936 292
787 660 524
321 547 -679
199 732 79
847 550 622
711 701 -498
778 325 670
470 48 116
586 595 -288
27 265 -787
838 402 -684
535 170 -751
250 335 109
128 80 605
497 18 905
580 376 248
63 42 547
123 157 107
503 679 -600
504 871 -875
222 560 748
768 103 -479
349 88 888
876 959 -249
736 288 699
134 827 -333
586 5 628
324 449 983
865 738 -292
835 172 -962
748 805 705
70 886 -453
112 429 -424
505 114 -621
788 429 441
826 728 203
482 914 400
248 73 787
950 127 646
929 539 870
215 261 167
230 487 139
652 582 -804
111 720 -862
441 521 975
482 784 388
568 935 470
625 419 713
117 545 257
888 629 -520
748 631 -45
747 846 -249
625 566 -141
265 75 -991
303 22 -886
483 593 -947
420 856 11
253 87 57
402 698 -511
136 479 -387
962 107 450
902 749 -213
513 159 -783
528 362 -650
838 456 175
61 239 924
226 674 -879
873 20 13
809 860 -68
155 960 865
842 332 -105
442 794 378
97 578 -528
165 148 804
891 246 291
370 672 -55
324 776 -743
589 648 273
128 511 328
204 231 139
888 823 -215
890 782 -975
320 695 154
291 449 442
891 239 556
626 665 -239
725 18 17
663 809 34
249 623 820
738 422 -198
13 438 284
528 701 -209
856 192 -611
244 917 490
268 392 628
916 197 584
104 761 -578
751 950 -224
962 845 149
2 465 -670
862 191 607
447 484 890
321 359 -621
766 303 716
803 388 -595
592 207 -506
354 783 807
241 425 583
287 395 970
644 215 387
449 421 373
583 243 921
50 466 -965
87 440 216
77 44 540
54 779 552
100 15 446
826 672 -674
958 114 -595
230 737 -300
738 827 145
507 411 418
104 512 489
325 889 -754
791 862 -33
185 281 -517
388 135 120
25 111 684
814 70 573
858 270 -245
149 228 -349
569 773 31
714 283 -387
625 522 632
730 575 853
253 940 -233
533 347 7
959 776 629
419 66 -845
267 631 917
787 183 -486
422 545 -260
35 793 -870
468 233 -366
754 903 465
723 934 -822
667 951 807
871 124 -213
569 65 -635
446 836 -729
263 880 645
39 728 -892
402 153 665
661 698 -458
409 158 424
311 32 289
2 95 550
709 32 625
85 476 89
77 571 -78
108 958 -939
264 779 471
207 858 826
401 957 453
688 934 -822
777 801 223
205 698 -616
135 561 -552
220 848 -163
435 277 587
235 826 705
956 66 -851
121 766 328
96 893 -865
666 888 -412
73 112 -939
906 681 -128
157 585 816
107 532 399
857 417 -807
3 763 115
704 530 72
193 893 586
239 292 653
437 299 -177
422 748 647
413 427 -797
19 920 -188
477 765 877
323 929 -900
585 217 767
461 244 -494
343 956 -801
337 319 695
743 653 -554
507 816 877
336 238 -266
690 443 -782
741 883 -370
557 142 564
104 291 -352
277 140 -413
227 821 333
556 630 -38
803 37 825
349 755 99
551 271 -558
261 615 489
347 783 -783
737 64 801
571 705 -400
808 874 -121
326 218 939
306 750 483
588 326 -847
96 842 286
681 283 -278
777 63 -977
811 897 -443
681 592 -798
213 443 176
41 596 954
70 446 667
572 743 -679
234 47 -571
688 322 685
526 127 159
677 229 335
785 574 -943
755 398 -350
601 459 644
711 72 -242
47 39 -225
948 519 829
578 499 -822
692 15 17
406 348 -249
107 257 -520
114 58 -826
271 344 309
238 822 -974
558 415 -380
781 769 754
198 420 -64
625 935 -209
91 623 949
525 821 -626
223 772 284
300 406 746
110 845 -608
908 285 457
123 236 676
531 743 -981
187 793 -909
304 820 -424
755 962 867
902 120 -359
686 96 302
471 617 -712
202 174 -548
229 591 501
378 449 33
652 265 -566
668 381 468
516 698 412
902 385 -327
523 672 976
637 80 684
753 269 -80
338 492 -115
564 638 842
501 682 -26
368 926 -188
310 98 -24
465 756 890
166 26 -972
347 909 -998
877 824 -70
807 494 -605
46 77 340
307 571 -344
386 167 -649
619 416 686
79 476 688
495 672 -128
201 394 -253
101 797 -215
909 135 683
415 603 -866
932 6 816
806 231 580
530 874 924
610 742 -955
59 862 -913
149 339 -509
120 279 -338
879 693 -331
80 22 -429
904 619 82
594 623 719
183 882 520
297 92 -817
502 703 -657
544 534 175
707 98 353
828 836 -499
721 522 209
113 194 -937
233 154 981
626 425 2
854 164 -675
927 367 52
40 244 -494
242 923 414
619 272 -224
335 106 -648
775 233 27
571 839 73
403 899 145
52 580 557
119 947 97
286 811 528
120 20 434
811 77 -4
136 343 658
824 638 -362
908 580 317
288 24 328
725 62 692
43 897 -748
936 628 932
317 792 39
704 621 876
759 829 916
550 271 537
578 346 -472
780 766 -810
450 433 976
669 58 -72
316 340 -239
425 18 221
78 153 334
218 936 -954
780 526 19
649 18 583
124 690 -989
815 806 -178
314 953 239
621 831 -855
154 829 830
714 340 790
25 236 608
44 911 -584
65 464 955
672 277 -91
897 841 -985
518 856 732
230 694 799
132 276 244
887 559 867
792 620 -686
59 783 -62
59 336 532
221 644 -366
359 21 243
574 930 -579
259 630 686
103 704 -480
402 792 566
632 399 -988
811 486 -378
701 858 727
112 886 -949
610 288 176
639 220 170
482 188 683
297 430 25
353 57 406
466 761 92
476 832 -742
853 562 159
665 658 -171
129 337 518
815 670 191
109 856 -838
129 857 446
582 329 -136
482 99 -339
211 825 -520
195 446 -236
692 687 663
718 409 -335
278 30 497
263 652 727
629 585 -424
734 434 -429
883 863 -930
21 296 -683
909 698 434
493 621 265
872 522 377
515 525 140
874 443 -254
314 302 450
152 12 -968
568 221 -970
502 584 416
38 435 767
356 36 384
393 151 835
619 685 81
927 920 315
130 469 -124
305 943 432
67 673 -267
848 883 -907
172 119 -82
805 767 85
224 514 544
178 512 637
270 277 385
668 59 -315
23 534 -165
554 350 319
611 447 976
780 589 732
473 204 689
582 962 -511
383 468 152
926 743 431
98 95 -990
536 461 -578
559 616 -221
528 437 -318
75 440 -731
553 234 -476
14 923 -527
663 278 -958
809 54 843
876 160 912
815 604 186
54 732 354
379 513 644
957 475 -158
530 328 -675
817 606 -179
521 317 132
191 514 629
554 791 -709
603 728 -285
310 947 -754
775 890 830
778 539 547
32 825 -298
50 475 -871
178 764 -630
734 241 384
688 35 -848
475 631 224
376 615 -617
220 284 622
694 459 92
368 280 -986
711 641 623
575 178 -828
677 94 593
30 304 -975
118 694 428
19 78 -901
652 320 -425
832 223 -376
296 574 293
236 219 -579
208 424 358
517 911 889
191 525 -597
199 181 820
228 68 -859
663 721 232
743 476 678
479 92 -925
928 122 339
606 449 715
947 752 352
793 564 -770
680 265 -409
810 629 -58
884 616 80
349 411 -397
905 871 388
312 550 -214
746 276 192
91 681 -834
540 20 536
607 157 314
711 40 -321
463 220 -31
214 162 23
348 306 -438
841 82 181
665 635 -357
822 213 -611
3 339 603
875 646 649
174 310 -648
493 604 -107
354 620 -320
14 568 607
584 431 -861
423 7 320
386 100 439
949 741 237
129 561 -390
926 722 -891
911 379 -272
795 72 -201
236 62 850
814 870 -731
927 481 -946
247 548 119
404 205 419
811 274 826
630 602 689
132 361 -336
904 134 -352
62 632 -232
207 611 -338
350 765 -584
431 435 433
477 531 -128
221 785 -528
614 54 604
859 841 -157
96 17 -437
241 249 247
842 36 489
725 958 -873
874 731 -54
382 47 -687
