853 2905
321 1 143
759 777 574
660 104 703
657 635 308
151 106 305
333 794 122
96 227 624
452 140 250
217 432 777
151 659 957
26 664 563
406 78 937
773 710 817
74 627 779
515 28 10
155 447 936
77 769 855
842 435 677
460 16 821
494 850 715
577 13 198
111 144 380
435 5 284
208 673 383
837 675 127
59 824 721
335 415 292
654 461 538
814 354 495
407 104 90
601 224 280
374 550 832
645 7 454
110 292 299
527 740 485
500 800 418
242 713 776
80 690 700
441 705 603
252 652 238
694 305 389
781 671 91
411 843 819
6 402 592
725 658 744
588 464 769
597 498 73
341 46 387
419 359 759
700 729 718
712 383 678
582 78 684
560 383 194
6 97 685
620 392 665
71 408 421
352 489 610
503 317 598
370 721 144
792 169 352
215 87 358
232 285 579
202 735 488
182 749 963
556 287 977
322 803 906
59 39 139
362 782 425
745 561 781
802 188 480
278 476 61
600 441 295
494 192 151
715 57 82
258 161 892
752 649 849
790 694 847
57 274 157
365 599 773
328 663 140
78 503 804
367 461 355
431 133 910
15 605 361
683 671 125
470 625 193
393 21 983
309 38 41
205 648 887
406 431 892
23 815 418
331 60 921
335 710 393
213 448 415
456 707 725
324 556 770
491 155 976
500 445 784
814 116 378
381 652 629
318 497 158
264 81 476
385 503 296
314 319 313
544 730 734
336 746 855
73 666 732
644 539 421
78 773 292
258 205 786
104 501 675
203 31 112
786 723 541
629 494 343
126 397 459
231 306 839
84 394 909
483 845 556
663 443 639
228 606 904
494 742 603
611 805 668
367 90 445
478 3 141
283 311 479
256 532 686
466 560 385
169 98 687
242 13 575
621 815 574
66 268 804
408 171 793
362 126 813
267 90 854
443 386 755
610 15 131
773 380 874
392 16 373
648 418 944
331 31 189
225 327 109
759 685 683
427 42 551
686 825 985
733 546 214
600 768 585
660 8 738
153 822 468
528 760 881
99 735 876
231 437 232
810 52 99
503 527 102
536 230 425
285 784 735
229 29 65
208 315 217
317 314 624
75 757 670
46 514 502
590 477 222
211 379 796
341 324 702
248 837 631
758 644 615
279 400 863
229 524 348
649 823 887
378 251 236
223 399 414
68 148 75
598 647 224
220 203 133
710 218 55
850 252 478
184 762 500
182 798 449
163 10 531
543 751 691
99 651 376
79 234 733
148 517 272
605 271 299
471 74 140
292 55 558
269 514 934
621 671 590
611 272 269
412 767 114
408 719 210
501 536 469
795 75 472
823 837 626
566 825 625
764 677 542
406 664 42
150 172 599
563 506 851
828 735 722
353 119 740
31 321 381
683 52 454
508 802 373
593 731 910
233 158 75
607 335 730
396 294 135
228 154 763
430 608 709
671 173 546
310 756 170
384 732 854
62 768 653
831 321 462
799 330 778
722 842 366
10 456 969
358 557 666
507 760 618
416 640 751
131 219 694
288 658 977
464 485 312
200 290 24
266 612 977
650 272 651
191 105 200
708 398 659
645 533 295
266 791 277
25 785 989
707 534 732
255 545 994
118 107 351
322 504 538
298 90 270
541 175 903
226 761 441
667 61 398
241 120 576
350 568 633
131 703 556
650 251 153
649 760 710
550 661 404
507 309 192
530 849 39
407 832 400
139 329 512
652 130 160
257 254 435
574 511 288
267 596 822
685 133 710
531 544 192
94 827 495
394 501 899
561 424 975
57 99 698
840 484 376
816 457 842
755 238 585
570 559 285
179 771 365
832 628 792
678 424 960
773 678 422
242 156 499
556 482 906
434 100 759
683 248 476
166 22 312
407 55 787
375 359 616
394 704 90
700 720 880
467 830 761
609 187 117
639 555 220
249 309 751
225 117 812
282 849 763
3 556 295
176 229 213
788 639 346
140 790 318
369 81 167
686 671 857
578 807 436
845 529 327
186 143 16
129 423 840
759 49 262
677 467 535
25 431 315
736 807 278
836 369 561
307 331 886
325 584 712
534 347 272
835 339 484
294 439 688
691 679 292
384 337 128
639 451 851
141 614 322
645 780 850
67 682 652
717 606 600
671 154 353
827 328 782
358 488 221
493 461 816
637 276 999
248 304 470
701 407 322
490 693 686
723 374 914
354 84 34
72 74 683
88 93 985
246 276 663
22 538 521
641 65 651
721 103 459
484 757 986
155 77 575
271 59 944
778 4 600
622 417 949
815 82 656
266 617 259
510 733 165
781 686 425
81 625 156
815 139 65
15 847 263
294 235 888
779 134 261
607 842 695
205 187 429
818 116 620
555 593 731
602 728 398
539 108 5
790 809 538
811 471 866
554 159 718
726 782 830
337 288 785
677 297 502
658 431 261
57 627 195
245 681 663
282 673 119
309 647 105
622 85 411
582 455 184
655 724 459
277 252 584
849 77 117
727 223 127
739 18 446
71 712 317
2 560 434
322 451 792
548 497 798
489 344 890
588 250 962
752 701 465
473 26 276
301 457 719
330 172 273
156 377 569
9 470 511
644 190 864
544 545 680
755 133 208
634 408 877
96 716 439
123 409 689
122 8 818
508 91 996
358 45 479
732 405 879
460 201 730
458 48 921
594 661 854
208 136 805
599 306 422
553 636 385
308 650 230
182 245 206
471 780 364
695 761 489
415 128 186
536 477 615
45 313 567
416 648 31
754 303 263
407 348 638
807 718 567
348 395 172
564 370 55
526 568 256
60 821 776
522 541 624
443 561 614
700 782 520
375 769 97
79 561 821
20 590 523
468 160 372
281 816 742
836 15 470
356 171 349
480 203 231
407 485 967
565 72 971
420 183 113
432 402 209
152 197 642
174 769 534
486 166 985
207 160 893
515 8 648
571 333 356
541 4 244
656 538 706
790 312 135
201 207 447
604 720 41
842 687 815
143 348 659
98 395 212
222 664 526
148 271 948
580 30 165
636 201 39
34 247 553
394 623 618
129 297 477
241 753 753
22 726 596
676 8 550
226 593 220
778 539 975
131 764 594
59 67 562
180 525 575
371 292 705
411 550 754
801 40 776
276 443 638
562 15 173
635 816 282
610 473 6
231 290 832
844 221 995
617 197 213
779 15 141
806 183 387
263 569 823
10 127 867
85 510 65
94 440 921
516 751 509
808 510 248
133 216 113
566 700 931
729 127 767
655 606 193
677 432 433
423 177 517
194 160 990
35 519 20
451 220 611
686 296 207
661 789 268
83 819 51
707 298 256
128 61 964
77 24 696
664 151 337
106 499 360
446 805 917
780 317 1000
62 403 511
459 107 856
12 429 335
421 497 825
127 387 191
824 535 949
69 16 962
33 520 921
766 216 164
550 578 563
659 742 596
195 317 578
361 304 49
396 728 649
548 286 776
175 390 410
18 721 659
594 705 394
769 663 633
570 94 366
554 55 144
752 395 103
685 505 905
622 699 27
239 395 390
805 802 514
676 464 203
840 619 478
398 823 138
397 605 271
259 207 833
486 584 112
720 849 117
348 675 535
405 254 328
17 463 774
24 821 87
356 755 599
498 268 430
259 514 868
404 425 351
225 160 768
745 502 357
749 360 782
846 455 299
620 671 100
562 526 117
376 177 807
631 134 777
528 183 20
524 587 839
206 605 392
830 545 607
811 541 835
664 482 22
593 259 431
392 692 613
729 93 735
725 94 936
86 579 150
185 369 580
218 489 898
264 725 658
721 696 829
319 139 541
649 171 427
769 580 801
541 727 938
100 607 254
669 327 556
327 500 682
558 631 714
239 342 579
455 341 696
529 209 228
298 436 709
686 319 995
71 1 730
440 316 372
43 327 393
522 615 379
9 190 46
296 488 957
351 626 1
577 344 556
822 561 207
604 708 600
